Unnamed:0,52,Attribute A,Attribute B,Attribute C,Attribute D,Attribute E,Attribute F,Attribute G,Attribute H,Attribute I,Attribute J,Attribute K,Target
0.4011128139,0.4983202966,0.04768198698,0.1124241296,0.6362299769,0.3931965687,0.7914827306,0.5336501272,0.7252272887,0.5629851908,0.4269249354,0.1929234174,0.7502380347,0.1636190449
0.606157448,0.7657683832,0.2259419717,0.4210973369,0.9440054672,0.5845401886,0.9758941838,0.9200931219,0.3068628005,0.8486239449,0.7086965774,0.2088633943,0.6838931394,0.5900124332
0.1044286379,0.70536505,0.4529903625,0.6586317488,0.06195388897,0.01090950331,0.5936490634,0.8296355616,0.9435125859,0.7148614316,0.1462461005,0.8596423176,0.01521675467,0.7770295681
0.6216567376,0.08131809626,0.7793356632,0.887559812,0.6062693817,0.4234636467,0.03343826762,0.8473774257,0.6546105015,0.006113793896,0.5834883269,0.8890717475,0.3276127596,0.3842717994
0.3213375842,0.9798738286,0.4872080115,0.3233195928,0.5588991723,0.003144474767,0.3860346042,0.172171832,0.7747879647,0.6717448749,0.8868321446,0.5180189507,0.8791827569,0.7051787681
0.5624702547,0.4162789316,0.9580833068,0.4449313829,0.7730102461,0.3275828442,0.7483021032,0.5608691035,0.6997600271,0.6877312729,0.4953776175,0.9960252185,0.3462844945,0.683982204
0.5559138389,0.1072750509,0.5270097803,0.8668620991,0.3482424838,0.01039291627,0.7371947892,0.7638198835,0.001344926518,0.6435976201,0.8225714252,0.1445000186,0.640601811,0.5001156094
0.9846782392,0.6255650646,0.4972171253,0.4961790766,0.6412470514,0.7576296445,0.638291735,0.6254626171,0.3157986309,0.9559200397,0.08978195989,0.6998790091,0.4371555579,0.412126404
0.3825234158,0.2276761382,0.8691760519,0.1260922676,0.5948521759,0.3585930308,0.5484378633,0.07257730504,0.3155679965,0.6690143664,0.827814082,0.5467602297,0.5566997962,0.7987315612
0.9789166038,0.4513257475,0.8418884484,0.596549997,0.8308429309,0.8799744932,0.1708895499,0.06758477653,0.3275342693,0.9335603852,0.8071342005,0.8631645405,0.6938308071,0.4155771851
0.3791821578,0.7739665436,0.9876385266,0.0197566489,0.01691394229,0.299143419,0.4186001553,0.4524293908,0.9730667127,0.1121697993,0.382849595,0.2677824496,0.9145506829,0.9851719268
0.9114512934,0.2846210705,0.2660896201,0.1328278456,0.7224508227,0.7018183727,0.5748243326,0.3754859385,0.7188570475,0.8107590937,0.8155573239,0.5975726831,0.1778753995,0.9207242223
0.9796501971,0.6014625183,0.5662130732,0.9443272275,0.5156389045,0.237657805,0.222642313,0.5650031097,0.1042401469,0.3512833055,0.09239632,0.1360675994,0.7562012137,0.3295263421
0.566226026,0.3539660782,0.1661244128,0.5060802594,0.5670872613,0.3133767649,0.2549221113,0.461448005,0.3174151931,0.547161533,0.9794395081,0.71381245,0.50484767,0.1650752526
0.6380549494,0.4405717168,0.9545045213,0.6104553113,0.3348482419,0.05246236441,0.5730665779,0.9883561194,0.9591969155,0.828626049,0.4327513359,0.6639772179,0.09646816106,0.06816501236
0.6446048982,0.2310740117,0.5763990274,0.5186204321,0.2952203301,0.5551769132,0.1019512292,0.5023232314,0.6995752122,0.8503505021,0.5676637561,0.06945216739,0.02290286261,0.4479861314
0.468958374,0.9034019134,0.3273612812,0.8262434074,0.2088253423,0.6147204929,0.8372336081,0.2665664148,0.6050832909,0.2363617907,0.7151241557,0.5451202725,0.8124872709,0.1707687628
0.2925324755,0.5659679675,0.6139084482,0.01886096738,0.5779732562,0.2911261086,0.651303484,0.1471329413,0.2790865823,0.4463093393,0.7818521063,0.4746076914,0.6220261077,0.5277443342
0.674118244,0.476550509,0.535673752,0.781625385,0.1827061137,0.5913882568,0.6171659961,0.9554429983,0.5049551706,0.9857627152,0.9614070668,0.2639219794,0.716661747,0.83581221
0.6362853812,0.4628262136,0.8228564867,0.5924683528,0.7478722267,0.5863449911,0.4090574363,0.516967624,0.3473347284,0.5503103733,0.3872132491,0.7544169507,0.8480814088,0.5719437048
0.08399739211,0.2872502927,0.0325090664,0.822429674,0.1570981235,0.7870275712,0.5037491031,0.9055494172,0.2538761608,0.1528917555,0.7828493345,0.4125012659,0.3261114998,0.6295693105
0.089959922,0.819046864,0.2592450106,0.459613456,0.934206625,0.5459014274,0.9470702947,0.8842710046,0.6408839575,0.285201812,0.6285037641,0.8578177269,0.3833943282,0.6389505712
0.0947301284,0.5684937135,0.5359373862,0.05147439427,0.6912131546,0.3922783177,0.7961343143,0.2783893177,0.4108155558,0.6993930877,0.1398104173,0.5525565482,0.2981951648,0.6775654558
0.02552681334,0.9107615206,0.3271924667,0.860416495,0.7055889041,0.05891169692,0.7704355684,0.4262700882,0.976509918,0.1775380242,0.5676724874,0.4709813378,0.9040916917,0.4351563049
0.06527138507,0.1287208737,0.2689401214,0.8700019408,0.529571967,0.02133650942,0.1407491464,0.283993266,0.5834139613,0.05464788939,0.3593529957,0.1883112335,0.5586719179,0.210118737
0.79800616,0.1092113736,0.5075142198,0.3075364764,0.6211455877,0.7637530616,0.9154975542,0.1307119316,0.7527895779,0.7483396551,0.07877608648,0.4769833032,0.1278459324,0.2198982301
0.8284616109,0.289268061,0.7961310337,0.5229751605,0.6386791814,0.7882969609,0.4631309467,0.7615876348,0.5454150152,0.7216832978,0.1736545512,0.6902707195,0.5614736263,0.8178932853
0.8255183571,0.6479720816,0.06116391973,0.7392623722,0.08776223325,0.8654889233,0.6635730779,0.780445618,0.04262893167,0.1718625082,0.05492540607,0.1964203111,0.5523369438,0.6910385023
0.6655001093,0.552292465,0.08342425367,0.06767238746,0.05372624385,0.5772676615,0.5197071796,0.887216172,0.4015353244,0.7746856303,0.1022032695,0.3725382072,0.5011261648,0.9862966865
0.621221263,0.07804292195,0.8550644939,0.01081002594,0.5041367471,0.01655292519,0.3079185994,0.05537563012,0.4493091328,0.4293559142,0.2309185103,0.6515938436,0.9673435024,0.3122323856
0.7757111662,0.145696985,0.4451325004,0.9124545161,0.4524957238,0.2726927521,0.1249061413,0.105191826,0.479145144,0.2759606987,0.8800044508,0.6570459731,0.3742257699,0.3305389773
0.2491441882,0.3964980952,0.6583467727,0.3675717717,0.7776394576,0.9461523765,0.2269902008,0.6239195529,0.4605399443,0.8715351491,0.1977814544,0.9838319164,0.5489816996,0.2802704129
0.6505204555,0.8301840688,0.3462818487,0.1217295537,0.3647174346,0.937654392,0.9602270708,0.9505275782,0.3971171136,0.3142763705,0.08744257788,0.6189795505,0.6380497222,0.6620521614
0.4694974636,0.7180539288,0.5588823724,0.7129387263,0.3460788989,0.3819950408,0.4677469228,0.7187114713,0.2858226304,0.518886634,0.2099934072,0.593145651,0.9446628739,0.4793058564
0.618366686,0.2956035261,0.5073178733,0.2385796509,0.1700497543,0.6467532874,0.5541387899,0.5978482323,0.4257017403,0.598657311,0.7792785851,0.6959716455,0.5347422417,0.7819418663
0.8951159204,0.8839792619,0.7221899216,0.1355258372,0.9767499259,0.6484462625,0.9850886873,0.02965960801,0.911710243,0.2778506009,0.7754127843,0.8947227913,0.697671039,0.7394088571
0.2801123116,0.7959830491,0.6531121803,0.1071857135,0.2758847397,0.01856552454,0.8522915589,0.5639187131,0.9528155453,0.1102027817,0.9641440787,0.9407692743,0.4903258416,0.152777125
0.2963568941,0.1288396005,0.1793826508,0.4260604313,0.9872916301,0.1060965748,0.7083193929,0.8377264682,0.6512601228,0.8976436241,0.5189164981,0.7401307643,0.09105228325,0.2802323274
0.2947702931,0.6299243386,0.3756383966,0.486408599,0.9459376573,0.05708539295,0.9532773721,0.06540583007,0.3665614642,0.982059284,0.8348334819,0.6188494467,0.02017645254,0.2652652843
0.9672139321,0.1153119358,0.01300334321,0.1821034024,0.5089751142,0.8863428074,0.7879787523,0.5504590958,0.8264187688,0.4106234276,0.6549613496,0.3342930237,0.6963383017,0.7565124155
0.5235398924,0.7484207135,0.585382237,0.5213562295,0.3800863845,0.04280741252,0.3521910793,0.6347672837,0.5654016088,0.5413700197,0.8860724476,0.8990718934,0.2970767877,0.2445277331
0.9539453112,0.5165588678,0.4876821441,0.6677910264,0.8495236533,0.597719704,0.0260640474,0.1902394442,0.4179601289,0.8216700118,0.5574933715,0.8034491645,0.7624378597,0.06991776428
0.4948756563,0.3267372799,0.6341128642,0.003554645874,0.6425577689,0.2373751219,0.05803724975,0.003552588659,0.3398003221,0.788290528,0.532015476,0.7914824178,0.5944082243,0.6694833579
0.3055986597,0.2933512703,0.827997392,0.3239244245,0.5002565835,0.3744935482,0.4035095195,0.7927071435,0.7939852176,0.3814428697,0.3280645073,0.7049174388,0.9771438521,0.420039301
0.4413574182,0.06004757832,0.4528320883,0.9088929303,0.5760741107,0.6405962585,0.4864773275,0.2366017796,0.1153598098,0.7218218284,0.7116297347,0.7707622369,0.6947159073,0.5803299148
0.1430085164,0.7513499465,0.4132914783,0.7783719255,0.4464431915,0.6979547819,0.3191273936,0.06946344984,0.7163268106,0.196330802,0.1192368065,0.5964328052,0.9658147493,0.6440824828
0.2853689156,0.3014269682,0.593413851,0.7966469794,0.7101058542,0.009041219757,0.1907775046,0.139709462,0.6998643961,0.05046704225,0.7668638218,0.8398779201,0.6514163569,0.5797364036
0.7718479905,0.9478928991,0.7761863478,0.3146490636,0.9898196767,0.3518041705,0.1567363292,0.4090021784,0.1903121291,0.6055738175,0.9393059927,0.04039014246,0.2809687958,0.05747151692
0.248036431,0.8510686931,0.348659771,0.1078015045,0.5174341418,0.5897233888,0.5047313629,0.04872912079,0.2869890269,0.3821323309,0.7259613718,0.2739179272,0.9668206248,0.883939561
0.7519500931,0.5756067951,0.5489783428,0.05383177634,0.5722107584,0.03927567376,0.8489799956,0.2752140982,0.8174097762,0.4639095156,0.149380806,0.9551148328,0.1892212919,0.9328568169
0.6356581432,0.2008463989,0.689358726,0.2761525774,0.9496932107,0.3032018627,0.6148012133,0.9556452731,0.6988477773,0.8912158796,0.01171971747,0.3109766208,0.8703014156,0.2256721826
0.4483231345,0.8136142937,0.1939138713,0.9871482627,0.127423314,0.06481025335,0.438815554,0.1155353581,0.8168985236,0.5860670493,0.2526065656,0.2493201589,0.6190216148,0.7290647366
0.5592291562,0.6403564272,0.4627062354,0.4052308037,0.6036929283,0.4249190733,0.6471315414,0.2370367399,0.7185649774,0.3647784394,0.6205439822,0.4817091787,0.3730962298,0.9613096329
0.2511380731,0.9906126941,0.2266272389,0.4685695744,0.297742716,0.9001986373,0.2186511938,0.9219865632,0.9707880485,0.3767536923,0.4898914398,0.004572812734,0.5192011863,0.8498533441
0.1830186082,0.7192146977,0.5864983673,0.3462576603,0.8597518517,0.6431337938,0.1001929947,0.9571590721,0.002528911049,0.07176079465,0.4408163833,0.6826520598,0.6770456028,0.3837486161
0.1876597543,0.1353507699,0.6469541714,0.7027318232,0.6785293899,0.8565265618,0.8028259339,0.8684903569,0.3191172083,0.4350874249,0.3033263411,0.7806355927,0.1539972957,0.3298181209
0.7229904065,0.8436664736,0.1183696908,0.5998298274,0.9740064594,0.9322540979,0.5367513945,0.2405384378,0.9591937886,0.9514794052,0.6657711161,0.07577863731,0.2190216833,0.6186500555
0.8369495811,0.4398474769,0.3312402582,0.1172111355,0.8310312942,0.7707460146,0.6461269811,0.8568396616,0.3781474503,0.3937313361,0.7484067294,0.6961204945,0.568916351,0.5256889225
0.04881383816,0.04962465344,0.4276309169,0.05388934688,0.09108709171,0.171909698,0.3901282999,0.7008092564,0.735860991,0.5365340682,0.1334953825,0.2476090368,0.6457913364,0.0974810644
0.2796266031,0.3730269107,0.3215873106,0.6225400243,0.5954177928,0.0003877174649,0.7282730484,0.08077712294,0.09393002624,0.747663792,0.2543591907,0.92747448,0.3818625032,0.8592042496
0.9360384694,0.3533406664,0.9257355699,0.1442256889,0.02342205764,0.299300006,0.1692134275,0.5112404613,0.02480672744,0.9016237012,0.9309985783,0.07946143898,0.6998376099,0.2033483678
0.7046119728,0.1543556565,0.8297939547,0.5807870186,0.6933950252,0.8723367997,0.7850778138,0.7114705845,0.2846988781,0.1223311553,0.8079206771,0.9278170071,0.9480814928,0.495750575
0.8975957863,0.2274159512,0.1749489627,0.2970909298,0.07988292822,0.9241582358,0.2536590495,0.7800514558,0.3528080624,0.8387822607,0.1260146751,0.4944407454,0.8288662527,0.5063750848
0.3902900496,0.7287592275,0.6197426415,0.6257752351,0.4171558964,0.4315936559,0.9690411066,0.7262366531,0.3083485859,0.6120099409,0.2137567907,0.6078109174,0.8127222176,0.7433939282
0.0541432662,0.2042876746,0.7764165903,0.1866838346,0.2400219032,0.4154024573,0.9537698408,0.3066630075,0.2803163096,0.710785707,0.04420616497,0.6692036806,0.1433582503,0.01015241319
0.169719615,0.4288825014,0.4574878119,0.2162242176,0.5277911263,0.1227960198,0.7874659014,0.5630588285,0.44109237,0.1320597037,0.8426595243,0.6672089106,0.6826483153,0.9715689688
0.7170194944,0.9703029744,0.3996627945,0.3478477036,0.1906608539,0.12389838,0.02680045975,0.1342798642,0.04436331732,0.8218912299,0.9549843727,0.6764882955,0.5799769709,0.9697933372
0.4723667798,0.5250910835,0.9422496906,0.2277706749,0.2349644633,0.2596181467,0.7013145473,0.3630249268,0.5298306256,0.4282607834,0.4794280802,0.300984833,0.1353566357,0.138656361
0.6199872014,0.5077907829,0.1448550532,0.4452697533,0.6583283133,0.5088048305,0.4600764649,0.1548594582,0.5282743856,0.1969679822,0.3398785839,0.5892953304,0.08565866994,0.2998991653
0.3553759523,0.6570556706,0.1259899508,0.8808404794,0.1883292399,0.5029955395,0.7137142136,0.8474040013,0.9277396911,0.5868587761,0.02298103618,0.3204146423,0.1376763013,0.1034838652
0.9888912167,0.375029062,0.1943242426,0.16809212,0.6826382611,0.8421578494,0.9783145117,0.1741501636,0.5362816855,0.889163294,0.426286532,0.2952788658,0.7289395559,0.03626353996
0.04584362709,0.2260166857,0.4694314029,0.5979629051,0.9019043733,0.395834542,0.4584992083,0.511203656,0.3184349008,0.81391397,0.853217487,0.87887469,0.6048998865,0.9073106427
0.652353051,0.4176995776,0.306347564,0.4308390116,0.940170129,0.9684917634,0.4438715359,0.601033585,0.5564429506,0.08958707627,0.3189026127,0.09054139622,0.6420088374,0.1517060284
0.8152305737,0.6697103769,0.3966061463,0.8349742674,0.5618838343,0.4662089155,0.7760027042,0.5555763071,0.5414663746,0.4850868269,0.3782604754,0.135607219,0.6110835179,0.1393562631
0.02030125445,0.4914516149,0.1057088664,0.6900005211,0.5131277466,0.3685933774,0.4899054788,0.3151940192,0.9845039381,0.6215378427,0.6529050518,0.2302008362,0.9790100504,0.6417415845
0.1043879616,0.8113956652,0.7297190781,0.7436561857,0.07694148774,0.7991576618,0.07943116778,0.4416366906,0.947940633,0.1994615293,0.3121735095,0.348772303,0.1167644071,0.4390493211
0.1672502134,0.8828202152,0.6338096868,0.5869402861,0.02878108331,0.8285055434,0.3624665077,0.302863188,0.9875092726,0.8323542748,0.138223802,0.1777526679,0.8824971487,0.8119246111
0.772251189,0.2925263051,0.7958683827,0.5160796867,0.8432100119,0.9345835543,0.2488893552,0.851745368,0.6211714533,0.8551783034,0.5416094609,0.6916456988,0.8489797922,0.5999020899
0.2086756331,0.3623456209,0.1159970512,0.3928263793,0.4105640149,0.1405877351,0.9126134893,0.5791189015,0.2514448532,0.3982539941,0.9334131666,0.2197084005,0.1293234906,0.2221021073
0.9157676023,0.2905553702,0.8846648479,0.1100358356,0.5733301841,0.7302964011,0.604168661,0.2741103519,0.2092698822,0.7616426251,0.4390762357,0.02208948161,0.1222984574,0.6906505957
0.2345984652,0.3348268356,0.09330655835,0.4352239195,0.4752201808,0.9911205602,0.9474009479,0.4683957334,0.08374628611,0.3160851592,0.3607007661,0.2839457811,0.3876055588,0.6142889989
0.6188912568,0.06746478794,0.8418598681,0.5465599924,0.7242260139,0.5492033312,0.198837203,0.07504662524,0.3346810972,0.0334153584,0.3239074808,0.5040514824,0.285041816,0.02579275777
0.925713882,0.5908453554,0.736127196,0.6383977082,0.7874401587,0.03130712234,0.0520122119,0.9583190216,0.1402636412,0.03971200596,0.7899350729,0.3417297691,0.1751452789,0.1956367873
0.1534446763,0.3723236637,0.9526718897,0.2502090888,0.3298881589,0.01165697599,0.2284207618,0.3421670114,0.004434492106,0.104442358,0.5973011594,0.3388464146,0.202796522,0.7360406075
0.6133470349,0.2627745194,0.4226325576,0.804206483,0.9082755461,0.8326444486,0.4768092945,0.02589015518,0.1877405669,0.7311045846,0.4270405931,0.2908996285,0.8435689736,0.9255740188
0.9463835466,0.7670648903,0.3966630545,0.7253098474,0.1661326321,0.1810355398,0.4703607354,0.6322912767,0.06324066935,0.1473164673,0.2570074522,0.4807208399,0.8268976913,0.5049882055
0.522562696,0.8773277669,0.2175770686,0.3260389267,0.9198811213,0.2249595298,0.5443874211,0.2440065308,0.1769294366,0.3247975224,0.4502193879,0.0520862364,0.5075841989,0.5105976082
0.1217029967,0.6964295193,0.6439584071,0.8411216832,0.1411183696,0.6151316113,0.07317392588,0.06046118353,0.1628616265,0.5794084577,0.8868539047,0.5124619528,0.7483651747,0.7563631809
0.65341329,0.833301604,0.2477314515,0.6772493001,0.7098323367,0.3717468242,0.1839922925,0.7792361344,0.7273798038,0.1712969013,0.2618945152,0.08622326694,0.4406724971,0.9197111367
0.6492110932,0.6714778843,0.3636383637,0.8593803964,0.09979834409,0.2696262121,0.6213882235,0.5510204545,0.6030965491,0.1439669672,0.4071107753,0.3787103074,0.5017462598,0.06083813497
0.6822078547,0.2536728777,0.7374624375,0.4950608551,0.3957762992,0.8030030588,0.9143929681,0.9920046139,0.2613407853,0.5366914467,0.2430323225,0.2196127742,0.3221113798,0.6608315637
0.3181139031,0.5751546323,0.08571645094,0.1620187552,0.06826711141,0.9439534834,0.6403357681,0.02751758984,0.6043353092,0.3370515279,0.4389180915,0.31268677,0.786779944,0.7561587762
0.2045843869,0.3298677948,0.5685062341,0.1223670971,0.7672566488,0.6850995721,0.7513813663,0.1355904755,0.1791121797,0.03298342843,0.09513748259,0.5863479406,0.9597091667,0.3006932188
0.5853765882,0.5751894794,0.8078108871,0.1173779404,0.5453461519,0.3347279711,0.7240691079,0.4438493382,0.4553778026,0.1371867113,0.8891891481,0.5511269905,0.2314444836,0.0723078966
0.9749505723,0.9352201285,0.1667244524,0.5390947115,0.1273395912,0.5293107743,0.8517514656,0.2426270102,0.958952825,0.9616949514,0.7793984907,0.445302656,0.9516751192,0.7493095279
0.2148407169,0.8943145859,0.4791220789,0.211689425,0.2082890957,0.9374932394,0.4082223327,0.8125913894,0.6339235165,0.1200411072,0.5955171363,0.6765895931,0.5748516189,0.3669508344
0.7305322443,0.2048813213,0.6285750921,0.1619902443,0.2026672662,0.7287455096,0.07052955588,0.793627558,0.06806050845,0.6316927662,0.9670516922,0.362864148,0.7726426404,0.3807314216
0.8639120131,0.1436992113,0.2934631697,0.130151071,0.2561365014,0.003115120115,0.1396387232,0.3352429532,0.4959952178,0.5007506247,0.6119640341,0.1296010174,0.4340536649,0.2072553202
0.00896570015,0.8093717811,0.6923105153,0.7014290444,0.2366602584,0.1553063084,0.210387189,0.5222016357,0.3733111816,0.5048576249,0.4142876069,0.7701822433,0.1653967264,0.8248610888
0.9342275597,0.6790930644,0.6487989122,0.9190538952,0.22132432,0.6093185267,0.07247464637,0.8099007163,0.7841434969,0.4466040494,0.9788978569,0.4283284342,0.1009529822,0.8934819522
0.6903505485,0.9653271493,0.1727888046,0.3050627392,0.2260370025,0.1659949915,0.3989578041,0.05130907604,0.9868943743,0.808521661,0.4925784708,0.6863819889,0.5430882619,0.175010736
0.07814026182,0.5499977829,0.6051021715,0.3270174332,0.07534794795,0.1086611013,0.5370849797,0.2208101555,0.8065327754,0.006947640928,0.8503367214,0.3630126586,0.04434341415,0.8780054732
0.01032351412,0.5846779675,0.1316358865,0.4941414486,0.8542527239,0.8678427384,0.4179487608,0.5336779465,0.4275874458,0.294204564,0.324166116,0.662754372,0.5177775231,0.831684019
0.4443131928,0.8429480979,0.5205317262,0.3987232162,0.709673329,0.829032557,0.4584958938,0.6968220542,0.2182511605,0.1889778496,0.382001839,0.1980079158,0.1522398673,0.2705383865
0.5205295332,0.9455153535,0.4918315012,0.7968646273,0.7248864936,0.213782696,0.7136307048,0.1313358798,0.73743319,0.615167362,0.2849988109,0.9476013386,0.1905471715,0.3980236297
0.706521458,0.2865020298,0.04628897351,0.9772257905,0.7451154551,0.8583232921,0.5552447717,0.3668977393,0.4051151271,0.4005847408,0.2782952098,0.127092333,0.9100099772,0.9755402827
0.01548888227,0.5353700925,0.2512462636,0.6261996828,0.3208093121,0.2731045777,0.3869999122,0.7923916168,0.9896555765,0.3221157322,0.595402591,0.9317318727,0.596043219,0.09420574664
0.006356152289,0.8067547346,0.7944730796,0.9189812866,0.202391141,0.07735361577,0.1207604437,0.4047095015,0.2759225128,0.6269662251,0.8068985502,0.6582445086,0.07373360413,0.8297464322
0.2270433025,0.2598269428,0.4549855701,0.4437067197,0.8879030024,0.899299951,0.4485312183,0.1304525644,0.03977435147,0.4528449825,0.98334787,0.0295355885,0.6793979832,0.4388436459
0.4624859439,0.670178721,0.1953900034,0.1065450408,0.9286937399,0.7100008625,0.6065908024,0.214712066,0.04299158301,0.1081120462,0.1002071685,0.6322063638,0.353373092,0.6044408758
0.1141942734,0.5936926597,0.7814842055,0.9368392583,0.4513055245,0.549070541,0.6412265235,0.2804418946,0.6004447422,0.8179187432,0.9968360724,0.9334155137,0.4946961797,0.3116310828
0.8691528072,0.000543732592,0.4687801301,0.1842094339,0.1295021946,0.541592369,0.1023524762,0.1018188718,0.2787283654,0.8505903611,0.8423115223,0.444132085,0.7888138382,0.7259193607
0.6802310923,0.8738420646,0.9401484588,0.1401521665,0.06313740336,0.4673505441,0.9102493991,0.8755331494,0.8133103138,0.2951865187,0.09056426525,0.2878411255,0.4094708783,0.5538338119
0.5904774557,0.836908074,0.3381291602,0.8778167935,0.6953710525,0.480301663,0.388351835,0.328390675,0.1280858353,0.3098664085,0.8920401647,0.08808721471,0.9900740221,0.725289775
0.3417164632,0.2660160177,0.1050953618,0.7104081189,0.4083016155,0.1070832932,0.2108288105,0.9792705761,0.6092486966,0.1600145173,0.6068873248,0.1354531714,0.04654229957,0.5570190511
0.6238748715,0.741641307,0.4125652598,0.6870943585,0.7684720188,0.2751293004,0.2548502303,0.4973884826,0.2176862724,0.8985233152,0.9043773092,0.5881199271,0.06180475685,0.5414792441
0.1944121991,0.7839937032,0.6844477797,0.9656780577,0.1735025918,0.9962606396,0.4906947676,0.1148843519,0.8123188235,0.8488504292,0.8108201247,0.3479622449,0.4195997344,0.6451676785
0.9774993077,0.9557081394,0.7938898797,0.1620032427,0.6758666024,0.2910741619,0.7027426284,0.120392148,0.2010175662,0.3505000386,0.7064341625,0.5344621968,0.666804307,0.01456168195
0.8869691425,0.4785957422,0.790092902,0.5975010525,0.3377307607,0.2798290148,0.9108375597,0.8949137667,0.2823676143,0.7188624035,0.181412589,0.7598505841,0.25840404,0.7649890806
0.2083486449,0.6207097913,0.8872384274,0.2580300724,0.7129538922,0.2196898901,0.9141797104,0.8042481772,0.4188064573,0.2504418554,0.6665340402,0.9858862703,0.3632194077,0.9751731451
0.86968237,0.7538969681,0.5993078219,0.9256974316,0.3531172066,0.5663067381,0.33998821,0.0874603282,0.3958811076,0.6979542959,0.7746734151,0.9483088977,0.2688673567,0.09217340794
0.4777771816,0.9842620398,0.006037412218,0.8827080209,0.5227024507,0.2731311716,0.1929626156,0.1002667959,0.2221108581,0.4284820035,0.9066834753,0.2154794868,0.6193534894,0.8741007863
0.256456588,0.9949766899,0.2358317714,0.1845897597,0.2456588566,0.1985384926,0.894413708,0.9140309962,0.9329033693,0.0739095444,0.08307045792,0.8579857711,0.03742660755,0.6501646428
0.2811435743,0.3211353808,0.7717652213,0.5299452408,0.94996151,0.6831604459,0.5923193803,0.9443986991,0.7249312552,0.2416242649,0.2749451561,0.3126100878,0.04686022581,0.6277482919
0.4750967169,0.9197631156,0.02057983092,0.08862045246,0.02760852224,0.5795079424,0.4252838396,0.5956909831,0.4277028965,0.6395748486,0.9596288193,0.547942675,0.3323300919,0.1698943442
